Date,Open,High,Low,Close,Adj Close,Volume
2015-05-06,51000.000000,51700.000000,50900.000000,51500.000000,51500.000000,1766608
2015-05-07,51100.000000,51500.000000,50400.000000,51500.000000,51500.000000,1049713
2015-05-08,51400.000000,52200.000000,51300.000000,52100.000000,52100.000000,1105816
2015-05-11,52600.000000,52700.000000,50700.000000,50700.000000,50700.000000,846325
2015-05-12,51200.000000,51500.000000,50500.000000,51200.000000,51200.000000,678837
2015-05-13,50800.000000,51200.000000,50400.000000,50600.000000,50600.000000,733162
2015-05-14,50000.000000,50200.000000,49050.000000,49550.000000,49550.000000,1509828
2015-05-15,49550.000000,49650.000000,48050.000000,48600.000000,48600.000000,1747954
2015-05-18,48650.000000,48750.000000,47600.000000,48150.000000,48150.000000,1023957
2015-05-19,47850.000000,48850.000000,47500.000000,48600.000000,48600.000000,1323105
2015-05-20,49300.000000,49900.000000,48700.000000,49500.000000,49500.000000,1173958
2015-05-21,49150.000000,49550.000000,48250.000000,48300.000000,48300.000000,802985
2015-05-22,48100.000000,48950.000000,48100.000000,48950.000000,48950.000000,851294
2015-05-26,48500.000000,48750.000000,47600.000000,47600.000000,47600.000000,989952
2015-05-27,47100.000000,47850.000000,47050.000000,47500.000000,47500.000000,1131122
2015-05-28,47450.000000,47800.000000,47250.000000,47500.000000,47500.000000,1050686
2015-05-29,47000.000000,48000.000000,47000.000000,47650.000000,47650.000000,972084
2015-06-01,47650.000000,47850.000000,46000.000000,47350.000000,47350.000000,899831
2015-06-02,47300.000000,47350.000000,44950.000000,45400.000000,45400.000000,2495174
2015-06-03,44150.000000,45600.000000,44150.000000,45000.000000,45000.000000,1697555
2015-06-04,44500.000000,44950.000000,44250.000000,44450.000000,44450.000000,1625009
2015-06-05,44000.000000,44450.000000,43800.000000,44150.000000,44150.000000,1009887
2015-06-08,43950.000000,44000.000000,43000.000000,43050.000000,43050.000000,1449410
2015-06-09,43100.000000,43750.000000,43000.000000,43200.000000,43200.000000,915385
2015-06-10,43600.000000,44900.000000,43600.000000,44250.000000,44250.000000,1392616
2015-06-11,44250.000000,47300.000000,44250.000000,45850.000000,45850.000000,2176526
